time,src_user,dst_user,src_computer,dst_computer,auth_type,logon_type,auth_orient,success
252206,C585$@DOM1,C585$@DOM1,C586,C586,?,Network,LogOff,Success
252210,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C11414,C586,NTLM,Network,LogOn,Success
252213,C16484$@DOM1,C16484$@DOM1,C16484,C612,Kerberos,Network,LogOn,Success
252217,C17001$@DOM1,C17001$@DOM1,C17001,C457,Kerberos,Network,LogOn,Success
252221,C852$@DOM1,C852$@DOM1,C852,C529,Kerberos,Network,LogOn,Success
252226,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C10073,C586,NTLM,Network,LogOn,Success
252229,C868$@DOM1,C868$@DOM1,C801,C801,?,Network,LogOff,Success
252233,C4003$@DOM1,C4003$@DOM1,C4003,C4003,?,Network,LogOff,Success
252237,C5845$@DOM1,C5845$@DOM1,C5845,C5845,?,?,TGS,Success
252240,C7936$@DOM1,C7936$@DOM1,C529,C529,?,Network,LogOff,Success
252244,C13625$@DOM1,C13625$@DOM1,C1065,C1065,?,Network,LogOff,Success
252247,U3280@DOM1,U3280@DOM1,C528,C528,?,Network,LogOff,Success
252250,U78@DOM1,U78@DOM1,C625,C625,?,Network,LogOff,Success
252254,U6331@DOM1,U6331@DOM1,C528,C528,?,Network,LogOff,Success
252258,C13952$@DOM1,C13952$@DOM1,C13952,C586,Kerberos,Network,LogOn,Success
252261,C1713$@DOM1,C1713$@DOM1,C1713,C1713,?,?,TGT,Success
252264,C1704$@DOM1,C1704$@DOM1,C1704,C529,Kerberos,Network,LogOn,Success
252267,U289@DOM1,U289@DOM1,C16083,C423,Kerberos,Network,LogOn,Success
252271,ANONYMOUS LOGON@C529,ANONYMOUS LOGON@C529,C529,C529,?,Network,LogOff,Success
252274,U6232@DOM1,U6232@DOM1,C529,C529,?,Network,LogOff,Success
252278,C1034$@DOM1,C1034$@DOM1,C25192,C586,Kerberos,Network,LogOn,Success
252280,U635@DOM1,U635@DOM1,C1209,C612,?,?,TGS,Success
252283,U22@DOM1,U22@DOM1,C1703,C1703,?,Network,LogOff,Success
252286,C9725$@DOM1,C9725$@DOM1,C9725,C625,Kerberos,Network,LogOn,Success
252289,U289@DOM1,U289@DOM1,C16083,C423,Kerberos,Network,LogOn,Success
252292,U1243@DOM1,U1243@DOM1,C586,C586,?,Network,LogOff,Success
252296,C2841$@DOM1,C2841$@DOM1,C2841,C1065,Kerberos,Network,LogOn,Success
252300,C123$@DOM1,C123$@DOM1,C527,C101,Kerberos,Network,LogOn,Success
252303,C656$@DOM1,C656$@DOM1,C656,C467,?,?,TGS,Success
252307,C17271$@DOM1,C17271$@DOM1,C586,C586,?,Network,LogOff,Success
252311,C17186$@DOM1,C17186$@DOM1,C17186,C457,Kerberos,Network,LogOn,Success
252315,C15027$@DOM1,C15027$@DOM1,C2106,C2106,?,Network,LogOff,Success
252318,C1253$@DOM1,C1253$@DOM1,C457,C457,?,Network,LogOff,Success
252321,C12796$@DOM1,C12796$@DOM1,C12796,C1065,Kerberos,Network,LogOn,Success
252324,C591$@DOM1,C591$@DOM1,C591,C612,Kerberos,Network,LogOn,Success
252328,C1582$@DOM1,C1582$@DOM1,C1582,C612,Kerberos,Network,LogOn,Success
252331,U51@DOM1,U51@DOM1,C967,C1487,NTLM,Network,LogOn,Success
252335,C1989$@DOM1,C1989$@DOM1,C1990,C1990,?,?,TGT,Success
252338,U145@DOM1,U145@DOM1,C529,C529,?,Network,LogOff,Success
252342,C8613$@DOM1,C8613$@DOM1,C8613,C586,Kerberos,Network,LogOn,Success
252345,U505@DOM1,U505@DOM1,C4601,C4601,?,?,TGT,Success
252349,C10251$@DOM1,C10251$@DOM1,C10251,C10251,?,?,TGS,Success
252352,C3143$@DOM1,C3143$@DOM1,C3143,C529,Kerberos,Network,LogOn,Success
252356,C1109$@DOM1,C1109$@DOM1,C1109,TGT,?,?,TGS,Success
252360,ANONYMOUS LOGON@C467,ANONYMOUS LOGON@C467,C15160,C467,NTLM,Network,LogOn,Success
252362,U7094@DOM1,U7094@DOM1,C15663,C625,Kerberos,Network,LogOn,Success
252366,C2382$@DOM1,C2382$@DOM1,C467,C467,?,Network,LogOff,Success
252369,C599$@DOM1,C599$@DOM1,C1619,C586,?,?,TGS,Success
252372,U5204@DOM1,U5204@DOM1,C12500,C612,Kerberos,Network,LogOn,Success
252376,C1938$@DOM1,C1938$@DOM1,C1939,C612,?,?,TGS,Success
252379,U22@DOM1,U22@DOM1,C1065,C1065,?,Network,LogOff,Success
252382,U48@DOM1,U48@DOM1,C419,C419,?,Network,LogOff,Success
252386,C1852$@DOM1,C1852$@DOM1,C1853,C1853,?,?,TGT,Success
252389,C7804$@DOM1,C7804$@DOM1,C529,C529,?,Network,LogOff,Success
252393,C101$@DOM1,C101$@DOM1,C101,C467,Kerberos,Network,LogOn,Success
252396,C2149$@DOM1,C2149$@DOM1,C625,C625,?,Network,LogOff,Success
252399,C1916$@DOM1,C1916$@DOM1,C1917,C457,Kerberos,Network,LogOn,Success
252403,C1114$@DOM1,C1114$@DOM1,C101,C101,?,Network,LogOff,Success
252406,U537@DOM1,U537@DOM1,C2567,C612,?,?,TGS,Success
252410,U3793@DOM1,U3793@DOM1,C467,C467,?,Network,LogOff,Success
252414,C7748$@DOM1,C7748$@DOM1,C625,C625,?,Network,LogOff,Success
252418,U7@DOM1,U7@DOM1,C61,C61,?,Network,LogOff,Success
252422,C5783$@DOM1,C5783$@DOM1,C1015,C1015,?,Network,LogOff,Success
252426,C2233$@DOM1,C2233$@DOM1,C2233,C529,Kerberos,Network,LogOn,Success
252430,C1794$@DOM1,C1794$@DOM1,C1795,C457,Kerberos,Network,LogOn,Success
252434,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C1303,C586,NTLM,Network,LogOn,Success
252437,C3547$@DOM1,C3547$@DOM1,C467,C467,?,Network,LogOff,Success
252440,U7581@DOM1,U7581@DOM1,C16539,C467,Kerberos,Network,LogOn,Success
252444,C2510$@DOM1,C2510$@DOM1,C625,C625,?,Network,LogOff,Success
252448,C11717$@DOM1,SYSTEM@C11717,C11717,C11717,Negotiate,Service,LogOn,Success
252451,U1063@DOM1,U1063@DOM1,C632,C457,?,?,TGS,Success
252455,C2397$@DOM1,C2397$@DOM1,C2398,C457,Kerberos,Network,LogOn,Success
252458,U3628@DOM1,U3628@DOM1,C2162,C2162,?,Network,LogOff,Success
252462,C4384$@DOM1,C4384$@DOM1,C4384,C612,Kerberos,Network,LogOn,Success
252465,U1063@DOM1,U1063@DOM1,C457,C457,?,Network,LogOff,Success
252469,C2369$@DOM1,C2369$@DOM1,C2369,C2369,?,?,TGT,Success
252472,C8047$@DOM1,C8047$@DOM1,C8047,C2162,Kerberos,Network,LogOn,Success
252476,C11492$@DOM1,C11492$@DOM1,C11492,C1065,Kerberos,Network,LogOn,Success
252478,U4926@DOM1,U4926@DOM1,C11940,C457,Kerberos,Network,LogOn,Success
252482,U1067@DOM1,U1067@DOM1,C9343,C2162,Kerberos,Network,LogOn,Success
252486,U1244@DOM1,U1244@DOM1,C467,C467,?,Network,LogOff,Success
252490,U292@DOM1,U292@DOM1,C1795,C1794,?,?,TGS,Success
252496,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C10251,C586,NTLM,Network,LogOn,Success
252500,C11766$@DOM1,C11766$@DOM1,C11766,C612,NTLM,Network,LogOn,Success
252504,C1710$@DOM1,C1710$@DOM1,C1710,C529,Kerberos,Network,LogOn,Success
252508,C3501$@DOM1,C3501$@DOM1,C3501,C3501,?,Network,LogOff,Success
252512,C15365$@DOM1,C15365$@DOM1,C15365,C467,?,?,TGS,Success
252516,C7466$@DOM1,C7466$@DOM1,C625,C625,?,Network,LogOff,Success
252521,C1554$@DOM1,C1554$@DOM1,C467,C467,?,Network,LogOff,Success
252525,C1737$@DOM1,C1737$@DOM1,C1737,C625,Kerberos,Network,LogOn,Success
252529,C13290$@DOM1,C13290$@DOM1,C13290,C612,Kerberos,Network,LogOn,Success
252532,U6504@DOM1,U6504@DOM1,C539,C538,?,?,TGS,Success
252536,C17796$@DOM1,C17796$@DOM1,C17796,C1065,NTLM,Network,LogOn,Success
252539,C1065$@DOM1,C1065$@DOM1,C1065,C1065,?,Network,LogOff,Success
252542,C2319$@DOM1,C2319$@DOM1,C2320,C467,Kerberos,Network,LogOn,Success
252545,C889$@DOM1,C889$@DOM1,C889,C2106,Kerberos,Network,LogOn,Success
252549,C1114$@DOM1,C1114$@DOM1,C1115,C2106,Kerberos,Network,LogOn,Success
252553,C538$@DOM1,C538$@DOM1,C101,C101,?,Network,LogOff,Success
252557,C14852$@DOM1,C14852$@DOM1,C14853,C528,NTLM,Network,LogOn,Success
252561,U7@DOM1,U7@DOM1,C921,C921,?,Network,LogOff,Success
252565,U3922@DOM1,U3922@DOM1,C9912,C457,Kerberos,Network,LogOn,Success
252569,U68@DOM1,U68@DOM1,C7,C7,?,Network,LogOff,Success
252573,C3283$@DOM1,C3283$@DOM1,C3283,C457,Kerberos,Network,LogOn,Success
252577,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C13744,C586,NTLM,Network,LogOn,Success
252581,C4612$@DOM1,C4612$@DOM1,C457,C457,?,Network,LogOff,Success
252585,U7580@DOM1,U7580@DOM1,C16469,TGT,?,?,TGS,Success
252590,ANONYMOUS LOGON@C457,ANONYMOUS LOGON@C457,C457,C457,?,Network,LogOff,Success
252594,C75$@DOM1,C75$@DOM1,C75,C586,Kerberos,Network,LogOn,Success
252599,C16383$@DOM1,C16383$@DOM1,C529,C529,?,Network,LogOff,Success
252603,C1106$@DOM1,C1106$@DOM1,C467,C467,?,Network,LogOff,Success
252606,C9194$@DOM1,C9194$@DOM1,C625,C625,?,Network,LogOff,Success
252610,C2379$@DOM1,C2379$@DOM1,C2379,C2379,Kerberos,Network,LogOn,Success
252614,C12180$@DOM1,C12180$@DOM1,C12180,C612,Kerberos,Network,LogOn,Success
252617,C2475$@DOM1,C2475$@DOM1,C2475,C1065,Kerberos,Network,LogOn,Success
252620,C553$@DOM1,C553$@DOM1,C553,C529,Kerberos,Network,LogOn,Success
252623,U22@DOM1,U22@DOM1,C452,U22,?,?,TGS,Fail
252626,C3945$@DOM1,C3945$@DOM1,C529,C529,?,Network,LogOff,Success
252628,U86@DOM1,U86@DOM1,C561,C457,Kerberos,Network,LogOn,Success
252631,U4218@DOM1,U4218@DOM1,C529,C529,?,Network,LogOff,Success
252634,C988$@DOM1,C988$@DOM1,C467,C467,?,Network,LogOff,Success
252637,U2569@DOM1,U2569@DOM1,C5618,C5618,?,Network,LogOff,Success
252641,C10101$@DOM1,C10101$@DOM1,C10101,C467,Kerberos,Network,LogOn,Success
252644,C9289$@DOM1,C9289$@DOM1,C529,C529,?,Network,LogOff,Success
252647,C743$@DOM1,C743$@DOM1,C743,C586,Kerberos,Network,LogOn,Success
252651,C2057$@DOM1,C2057$@DOM1,C2057,C625,Kerberos,Network,LogOn,Success
252654,U726@DOM1,U726@DOM1,C1712,C2162,Kerberos,Network,LogOn,Success
252658,C1430$@DOM1,C1430$@DOM1,C467,C467,?,Network,LogOff,Success
252661,C2024$@DOM1,C2024$@DOM1,C1065,C1065,?,Network,LogOff,Success
252664,C447$@DOM1,C447$@DOM1,C586,C586,?,Network,LogOff,Success
252668,C6123$@DOM1,C6123$@DOM1,C6123,C586,?,?,TGS,Success
252672,C8726$@DOM1,C8726$@DOM1,C528,C528,?,Network,LogOff,Success
252676,C4942$@DOM1,C4942$@DOM1,C4942,C4942,?,Network,LogOff,Success
252681,C1065$@DOM1,C1065$@DOM1,C1065,C1065,?,Network,LogOff,Success
252685,U13@DOM1,U13@DOM1,C368,C368,?,Network,LogOff,Success
252690,C2177$@DOM1,C2177$@DOM1,C2178,C457,?,?,TGS,Success
252694,C9343$@DOM1,C9343$@DOM1,C9343,C2162,Kerberos,Network,LogOn,Success
252698,C7784$@DOM1,C7784$@DOM1,C1798,C7784,Kerberos,Network,LogOn,Success
252702,C5115$@DOM1,C5115$@DOM1,C586,C586,?,Network,LogOff,Success
252706,C10249$@DOM1,C10249$@DOM1,C10249,C10249,?,?,TGS,Success
252709,C1014$@DOM1,C1014$@DOM1,C1014,C529,Kerberos,Network,LogOn,Success
252712,C390$@DOM1,C390$@DOM1,C528,C528,?,Network,LogOff,Success
252716,U22@DOM1,U22@DOM1,C849,C528,Kerberos,Network,LogOn,Success
252720,C8728$@DOM1,C8728$@DOM1,C529,C529,?,Network,LogOff,Success
252724,C1370$@DOM1,C1370$@DOM1,C1370,C612,Kerberos,Network,LogOn,Success
252727,C1938$@DOM1,C1938$@DOM1,C1939,C1939,?,?,TGT,Success
252730,C278$@DOM1,C278$@DOM1,C278,C278,?,?,TGS,Success
252733,U24@DOM1,U24@DOM1,C1786,C1786,?,Network,LogOff,Success
252736,U157@DOM1,U157@DOM1,C2162,C2162,?,Network,LogOff,Success
252739,C3752$@DOM1,C3752$@DOM1,C3752,C625,Kerberos,Network,LogOn,Success
252742,NETWORK SERVICE@C9935,NETWORK SERVICE@C9935,C9935,C9935,Negotiate,Service,LogOn,Success
252745,U7994@DOM1,U7994@DOM1,C527,C123,?,?,TGS,Success
252749,C480$@DOM1,C480$@DOM1,C480,C612,Kerberos,Network,LogOn,Success
252753,C1025$@DOM1,C1025$@DOM1,C561,C561,?,Network,LogOff,Success
252756,C1655$@DOM1,C1655$@DOM1,C612,C612,?,Network,LogOff,Success
252760,C2311$@DOM1,C2311$@DOM1,C2312,C457,?,?,TGS,Success
252764,C17590$@DOM1,C17590$@DOM1,C528,C528,?,Network,LogOff,Success
252768,C8972$@DOM1,C8972$@DOM1,C8972,C586,Kerberos,Network,LogOn,Success
252772,C3070$@DOM1,C3070$@DOM1,C2106,C2106,?,Network,LogOff,Success
252775,U113@DOM1,U113@DOM1,C1710,C1710,?,?,TGS,Success
252778,U7650@DOM1,U7650@DOM1,C16658,C586,Kerberos,Network,LogOn,Success
252781,U75@DOM1,U75@DOM1,C1710,C1710,?,Interactive,LogOff,Success
252784,U5330@DOM1,U5330@DOM1,C528,C528,?,Network,LogOff,Success
252789,C17952$@DOM1,C17952$@DOM1,C17952,C625,Kerberos,Network,LogOn,Success
252793,C4305$@DOM1,C4305$@DOM1,C1065,C1065,?,Network,LogOff,Success
252798,C17320$@DOM1,C17320$@DOM1,C457,C457,?,Network,LogOff,Success
252802,C8607$@DOM1,C8607$@DOM1,C8607,C586,Kerberos,Network,LogOn,Success
252806,U938@DOM1,U938@DOM1,C2935,C457,Kerberos,Network,LogOn,Success
252810,C743$@DOM1,C743$@DOM1,C586,C586,?,Network,LogOff,Success
252814,C7507$@DOM1,C7507$@DOM1,C586,C586,?,Network,LogOff,Success
252818,C1775$@DOM1,C1775$@DOM1,C1775,C625,Kerberos,Network,LogOn,Success
252822,ANONYMOUS LOGON@C2743,ANONYMOUS LOGON@C2743,C2743,C2743,?,Network,LogOff,Success
252825,U6371@DOM1,U6371@DOM1,C457,C457,?,Network,LogOff,Success
252829,C3977$@DOM1,C3977$@DOM1,C625,C625,?,Network,LogOff,Success
252833,C847$@DOM1,C847$@DOM1,C847,C1065,Kerberos,Network,LogOn,Success
252837,C9250$@DOM1,C9250$@DOM1,C586,C586,?,Network,LogOff,Success
252841,NETWORK SERVICE@C10713,NETWORK SERVICE@C10713,C10713,C10713,Negotiate,Service,LogOn,Success
252845,C2886$@DOM1,C2886$@DOM1,C2886,C2886,?,Network,LogOff,Success
252848,U4127@DOM1,U4127@DOM1,C10116,C457,Kerberos,Network,LogOn,Success
252852,C538$@DOM1,C538$@DOM1,C101,C101,?,Network,LogOff,Success
252855,C6526$@DOM1,C6526$@DOM1,C6526,C625,Kerberos,Network,LogOn,Success
252858,C6522$@DOM1,C6522$@DOM1,C6522,C1065,Kerberos,Network,LogOn,Success
252861,U7@DOM1,U7@DOM1,C921,C921,Kerberos,Network,LogOn,Success
252865,U113@DOM1,U113@DOM1,C1710,C1710,?,Interactive,LogOff,Success
252870,C3079$@DOM1,C3079$@DOM1,C586,C586,?,Network,LogOff,Success
252874,C946$@DOM1,C946$@DOM1,C2162,C2162,?,Network,LogOff,Success
252880,C123$@DOM1,C123$@DOM1,C101,C101,?,Network,LogOff,Success
252885,C5604$@DOM1,C5604$@DOM1,C5604,C612,Kerberos,Network,LogOn,Success
252889,U4@DOM1,U4@DOM1,C229,C229,Kerberos,Network,LogOn,Success
252894,C16326$@DOM1,C16326$@DOM1,C467,C467,?,Network,LogOff,Success
252898,U22@DOM1,U22@DOM1,C849,C528,Kerberos,Network,LogOn,Success
252902,C4605$@DOM1,C4605$@DOM1,C467,C467,?,Network,LogOff,Success
252905,C9776$@DOM1,C9776$@DOM1,C529,C529,?,Network,LogOff,Success
252909,C1495$@DOM1,C1495$@DOM1,C457,C457,?,Network,LogOff,Success
252912,C4939$@DOM1,C4939$@DOM1,C586,C586,?,Network,LogOff,Success
252916,C18161$@DOM1,C18161$@DOM1,C467,C467,?,Network,LogOff,Success
252920,C1708$@DOM1,C1708$@DOM1,C528,C528,?,Network,LogOff,Success
252924,C11761$@DOM1,C11761$@DOM1,C528,C528,?,Network,LogOff,Success
252927,C4370$@DOM1,C4370$@DOM1,C4370,C4370,?,?,TGT,Success
252930,C1703$@DOM1,C1703$@DOM1,C1703,C1703,Kerberos,Network,LogOn,Success
252933,U4465@DOM1,U4465@DOM1,C11101,C457,Kerberos,Network,LogOn,Success
252937,U1122@DOM1,U1122@DOM1,C1378,C529,?,?,TGS,Success
252942,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C1223,C586,NTLM,Network,LogOn,Success
252945,C2092$@DOM1,C2092$@DOM1,C529,C529,?,Network,LogOff,Success
252948,C1635$@DOM1,C1635$@DOM1,C1636,C457,Kerberos,Network,LogOn,Success
252951,C3044$@DOM1,C3044$@DOM1,C586,C586,?,Network,LogOff,Success
252955,C17233$@DOM1,C17233$@DOM1,C17233,C457,Kerberos,Network,LogOn,Success
252959,U53@DOM1,C612$@DOM1,C612,C612,?,?,AuthMap,Success
252963,C2129$@DOM1,C2129$@DOM1,C2130,C457,Kerberos,Network,LogOn,Success
252967,C11296$@DOM1,C11296$@DOM1,C529,C529,?,Network,LogOff,Success
252971,C16162$@DOM1,C16162$@DOM1,C457,C457,?,Network,LogOff,Success
252975,C599$@DOM1,C599$@DOM1,C1619,C528,Kerberos,Network,LogOn,Success
252979,C2382$@DOM1,C2382$@DOM1,C2382,C2382,?,?,TGS,Success
252983,C1085$@DOM1,C1085$@DOM1,C457,C457,?,Network,LogOff,Success
252987,C2056$@DOM1,C2056$@DOM1,C2056,C586,Kerberos,Network,LogOn,Success
252991,C10531$@DOM1,C10531$@DOM1,C10531,C612,Kerberos,Network,LogOn,Success
252994,C3961$@DOM1,C3961$@DOM1,C625,C625,?,Network,LogOff,Success
252997,C599$@DOM1,C599$@DOM1,C1619,C599,?,?,TGS,Success
253000,U348@DOM1,U348@DOM1,C811,C467,Kerberos,Network,LogOn,Success
253005,C1620$@DOM1,C1620$@DOM1,C1621,C528,?,?,TGS,Success
253009,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C970,C586,NTLM,Network,LogOn,Success
253012,U5068@DOM1,U5068@DOM1,C2106,C2106,?,Network,LogOff,Success
253016,C561$@DOM1,C561$@DOM1,C395,C395,?,Network,LogOff,Success
253020,C17564$@DOM1,C17564$@DOM1,C17564,C625,Kerberos,Network,LogOn,Success
253023,U3368@DOM1,U3368@DOM1,C9067,C612,Kerberos,Network,LogOn,Success
253027,C4939$@DOM1,C4939$@DOM1,C4939,C528,Kerberos,Network,LogOn,Success
253030,U2492@DOM1,U2492@DOM1,C625,C625,?,Network,LogOff,Success
253034,C1648$@DOM1,C1648$@DOM1,C457,C457,?,Network,LogOff,Success
253038,C1554$@DOM1,C1554$@DOM1,C1554,C3173,Kerberos,Network,LogOn,Success
253042,C457$@DOM1,C457$@DOM1,C457,C457,Kerberos,Network,LogOn,Success
253046,C2622$@DOM1,C2622$@DOM1,C2622,C457,Kerberos,Network,LogOn,Success
253050,C2003$@DOM1,C2003$@DOM1,C2003,C612,Kerberos,Network,LogOn,Success
253054,C585$@DOM1,C585$@DOM1,C586,C586,?,Network,LogOff,Success
253059,U5412@DOM1,U5412@DOM1,C527,C123,?,?,TGS,Success
253064,C467$@DOM1,C467$@DOM1,C467,C467,?,Network,LogOff,Success
253069,C11600$@DOM1,C11600$@DOM1,C801,C801,?,Network,LogOff,Success
253073,C1065$@DOM1,C1065$@DOM1,C1065,C586,Kerberos,Network,LogOn,Success
253076,U3646@DOM1,U3646@DOM1,C3173,C3173,?,Network,LogOff,Success
253080,C927$@DOM1,C927$@DOM1,C927,C927,?,?,TGS,Success
253084,U3677@DOM1,U3677@DOM1,C801,C801,?,Network,LogOff,Success
253088,U75@DOM1,U75@DOM1,C1710,C1710,?,?,TGT,Success
253093,C1035$@DOM1,SYSTEM@C1035,C1035,C1035,Negotiate,Service,LogOn,Success
253096,U5164@DOM1,U5164@DOM1,C12445,C2162,Kerberos,Network,LogOn,Success
253099,U5967@DOM1,U5967@DOM1,C612,C612,?,Network,LogOff,Success
253103,C625$@DOM1,C625$@DOM1,C625,C625,?,Network,LogOff,Success
253107,C12393$@DOM1,C12393$@DOM1,C586,C586,?,Network,LogOff,Success
253111,C12824$@DOM1,C12824$@DOM1,C12824,C12824,?,Network,LogOff,Success
253114,C523$@DOM1,C523$@DOM1,C523,C612,Kerberos,Network,LogOn,Success
253118,C3074$@DOM1,C3074$@DOM1,C528,C528,?,Network,LogOff,Success
253122,C10670$@DOM1,C10670$@DOM1,C10670,C2106,Kerberos,Network,LogOn,Success
253126,C6924$@DOM1,C6924$@DOM1,C6924,C457,Kerberos,Network,LogOn,Success
253131,C15794$@DOM1,C15794$@DOM1,C528,C528,?,Network,LogOff,Success
253136,C1117$@DOM1,C1117$@DOM1,C586,C586,?,Network,LogOff,Success
253141,C2385$@DOM1,C2385$@DOM1,C467,C467,?,Network,LogOff,Success
253146,C13750$@DOM1,C13750$@DOM1,C467,C467,?,Network,LogOff,Success
253151,C11182$@DOM1,C11182$@DOM1,C625,C625,?,Network,LogOff,Success
253157,C10701$@DOM1,C10701$@DOM1,C1065,C1065,?,Network,LogOff,Success
253163,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C1248,C586,NTLM,Network,LogOn,Success
253168,U243@DOM1,U243@DOM1,C528,C528,?,Network,LogOff,Success
253173,C1087$@DOM1,C1087$@DOM1,C1087,C1087,?,?,TGS,Success
253176,U1431@DOM1,U1431@DOM1,C2162,C2162,?,Network,LogOff,Success
253180,C990$@DOM1,C990$@DOM1,C990,C612,Kerberos,Network,LogOn,Success
253184,C3034$@DOM1,C3034$@DOM1,C529,C529,?,Network,LogOff,Success
253187,C3097$@DOM1,C3097$@DOM1,C3097,C586,Kerberos,Network,LogOn,Success
253190,C529$@DOM1,C529$@DOM1,C529,C529,?,Network,LogOff,Success
253194,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C15168,C586,NTLM,Network,LogOn,Success
253197,C6495$@DOM1,C6495$@DOM1,C6495,C6495,?,?,TGS,Success
253201,U129@DOM1,U129@DOM1,C419,C419,Kerberos,Network,LogOn,Success
253205,C808$@DOM1,C808$@DOM1,C808,C586,Kerberos,Network,LogOn,Success
253209,C1307$@DOM1,C1307$@DOM1,C1307,C457,Kerberos,Network,LogOn,Success
253212,U6813@DOM1,U6813@DOM1,C467,C467,?,Network,LogOff,Success
253216,U22@DOM1,U22@DOM1,C452,C457,Kerberos,Network,LogOn,Success
253220,C2499$@DOM1,C2499$@DOM1,C612,C612,?,Network,LogOff,Success
253224,C368$@DOM1,C368$@DOM1,C368,C368,?,?,TGT,Success
253229,C104$@DOM1,C104$@DOM1,C105,C104,?,?,TGS,Success
253233,C16044$@DOM1,C16044$@DOM1,C586,C586,?,Network,LogOff,Success
253237,C2397$@DOM1,C2397$@DOM1,C2398,C457,?,?,TGS,Success
253242,C480$@DOM1,C480$@DOM1,C612,C612,?,Network,LogOff,Success
253246,U7138@DOM1,U7138@DOM1,C1968,C1968,?,?,TGT,Success
253251,C15371$@DOM1,C15371$@DOM1,C15371,C586,Kerberos,Network,LogOn,Success
253255,C16173$@DOM1,C16173$@DOM1,C16173,C16173,?,?,TGT,Success
253258,U7276@DOM1,U7276@DOM1,C529,C529,?,Network,LogOff,Success
253262,C101$@DOM1,C101$@DOM1,C625,C625,?,Network,LogOff,Success
253264,U6573@DOM1,U6573@DOM1,C625,C625,?,Network,LogOff,Success
253268,C16860$@DOM1,C16860$@DOM1,C586,C586,?,Network,LogOff,Success
253272,C16638$@DOM1,C16638$@DOM1,C467,C467,?,Network,LogOff,Success
253276,C8743$@DOM1,C8743$@DOM1,C467,C467,?,Network,LogOff,Success
253281,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C10368,C586,NTLM,Network,LogOn,Success
253284,C2397$@DOM1,C2397$@DOM1,C2398,C457,?,?,TGS,Success
253288,C4365$@DOM1,C4365$@DOM1,C4365,C612,Kerberos,Network,LogOn,Success
253292,C12154$@DOM1,C12154$@DOM1,C12154,C612,Kerberos,Network,LogOn,Success
253296,C6861$@DOM1,C6861$@DOM1,C586,C586,?,Network,LogOff,Success
253300,U22@DOM1,U22@DOM1,C528,C528,?,Network,LogOff,Success
253304,C585$@DOM1,C585$@DOM1,C586,C586,?,Network,LogOff,Success
253309,C4265$@DOM1,C4265$@DOM1,C4265,C625,Kerberos,Network,LogOn,Success
253314,C2647$@DOM1,C2647$@DOM1,C2647,C467,Kerberos,Network,LogOn,Success
253319,C4053$@DOM1,C4053$@DOM1,C4053,C457,Kerberos,Network,LogOn,Success
253323,C9026$@DOM1,C9026$@DOM1,C9026,C9026,?,Network,LogOff,Success
253328,C10206$@DOM1,C10206$@DOM1,C586,C586,?,Network,LogOff,Success
253332,C8932$@DOM1,C8932$@DOM1,C8932,C586,Kerberos,Network,LogOn,Success
253336,C612$@DOM1,C612$@DOM1,C612,C612,Kerberos,Network,LogOn,Success
253340,C585$@DOM1,C585$@DOM1,C585,C586,Kerberos,Network,LogOn,Success
253344,U10476@DOM1,U10476@DOM1,C539,C538,?,?,TGS,Success
253348,C5678$@DOM1,C5678$@DOM1,C586,C586,?,Network,LogOff,Success
253352,C2251$@DOM1,C2251$@DOM1,C2252,C457,?,?,TGS,Success
253356,C8749$@DOM1,C8749$@DOM1,C8749,C467,Kerberos,Network,LogOn,Success
253360,U14@DOM1,U14@DOM1,C426,C426,?,Network,LogOff,Success
253365,C1168$@DOM1,C1168$@DOM1,C1065,C1065,?,Network,LogOff,Success
253368,C2820$@DOM1,C2820$@DOM1,C612,C612,?,Network,LogOff,Success
253372,C1616$@DOM1,C1616$@DOM1,C612,C612,?,Network,LogOff,Success
253375,C8503$@DOM1,C8503$@DOM1,C457,C457,?,Network,LogOff,Success
253379,C12290$@DOM1,C12290$@DOM1,C625,C625,?,Network,LogOff,Success
253382,U34@DOM1,U34@DOM1,C921,C921,Kerberos,Network,LogOn,Success
253386,U867@DOM1,U867@DOM1,C8246,C612,Kerberos,Network,LogOn,Success
253391,U4888@DOM1,U4888@DOM1,C11900,C2327,?,?,TGS,Success
253396,C2499$@DOM1,C2499$@DOM1,C2500,C612,?,?,TGS,Success
253401,C1617$@DOM1,C1617$@DOM1,C1065,C1065,?,Network,LogOff,Success
253406,U66@DOM1,U66@DOM1,C1952,C1952,?,Network,LogOff,Success
253410,U6@DOM1,U6@DOM1,C1183,C2106,Kerberos,Network,LogOn,Success
253415,C1617$@DOM1,C1617$@DOM1,C1618,C528,?,?,TGS,Success
253419,C6832$@DOM1,C6832$@DOM1,C2106,C2106,?,Network,LogOff,Success
